ADH_Ref_ID,Date,PhaseCode,Crew_ID,Weather_ID,ActualHours,ActualQuantity
A28968,2022-04-29,P19,C2,W721,8.592592593,729
A28969,2022-07-12,P10,C8,W1095,3.213296399,81.450625
A28970,2022-10-17,P77,C7,W2391,6.170212766,25.51572193
A28971,2022-01-12,P87,C12,W12,6.059701493,1683.375
A28972,2022-07-13,P14,C7,W194,6.843657817,884.0076923
A28973,2022-08-25,P34,C9,W2287,8.169014085,268.8533333
A28974,2022-10-09,P26,C18,W1786,5.178571429,3.7632
A28975,2022-05-14,P92,C9,W2073,6.721854305,1368.06
A28976,2022-04-24,P72,C18,W1618,5.155555556,30.375
A28977,2022-01-27,P99,C5,W27,6.925373134,587.57
A28978,2022-07-06,P63,C17,W1691,3.936651584,22.542
A28979,2022-02-19,P68,C1,W1904,4.658634538,37.2006
A28980,2022-03-20,P50,C3,W982,2.692307692,113.7032
A28981,2022-05-14,P68,C16,W2548,6.783625731,701.784
A28982,2022-07-09,P41,C18,W1393,3,2.336111111
A28983,2022-04-10,P45,C13,W2005,6.059701493,1571.15
A28984,2022-10-20,P27,C1,W1797,3.883928571,3.7632
A28985,2022-01-14,P64,C2,W1832,5.714285714,2.778134831
A28986,2022-03-02,P66,C4,W1264,6.987951807,661.344
A28987,2022-03-14,P86,C3,W1950,7.748091603,1029.66
A28988,2022-03-31,P36,C9,W692,7.122807018,1137.15
A28989,2022-05-27,P41,C2,W2566,6.214285714,1097.6
A28990,2022-06-04,P52,C6,W2123,5.649350649,758.912
A28991,2022-02-11,P45,C9,W1546,9.027237354,924.686
A28992,2022-03-25,P46,C2,W84,6.52733119,1354.094
A28993,2022-07-26,P2,C2,W2227,8.169014085,230.4457143
A28994,2022-09-08,P19,C13,W2675,7.19858156,42.52620321
A28995,2022-01-15,P38,C8,W918,2.478632479,172.4814
A28996,2022-04-18,P45,C18,W1612,4.511111111,70.875
A28997,2022-06-05,P60,C18,W2124,6.835016835,39.204
A28998,2022-01-15,P93,C1,W1519,3.493975904,93.0015
A28999,2022-03-10,P77,C1,W1942,8.375451264,460.374
A29000,2022-03-17,P92,C10,W1957,6.105263158,1107.613636
A29001,2022-05-29,P81,C2,W1052,2.409972299,195.4815
A29002,2022-08-10,P32,C14,W222,5.918367347,445.1583784
A29003,2022-03-01,P13,C17,W1924,6.770428016,660.49
A29004,2022-05-13,P99,C9,W1036,3.213296399,68.16692
A29005,2022-06-09,P91,C1,W2133,5.386996904,208.658
A29006,2022-01-02,P3,C1,W2416,5.028901734,35.9148
A29007,2022-03-15,P95,C16,W977,3.076923077,74.30708
A29008,2022-10-22,P87,C1,W1197,2.345013477,206.4615
A29009,2022-10-13,P7,C3,W2710,6.170212766,25.51572193
A29010,2022-04-08,P19,C18,W1001,3.060686016,28.16490196
A29011,2022-10-18,P72,C14,W1494,6.928327645,52.02969697
A29012,2022-03-27,P41,C8,W1289,5.403726708,90.7235
A29013,2022-08-18,P35,C15,W832,6.823529412,128.2183099
A29014,2022-01-06,P63,C18,W1816,5.576923077,25.9584
A29015,2022-02-10,P89,C16,W342,2.929292929,180.9415385
A29016,2022-03-26,P38,C11,W2499,5.4375,1433.6
A29017,2022-04-03,P7,C16,W2507,7.365079365,595.35
A29018,2022-04-18,P84,C11,W710,8.592592593,1093.5
A29019,2022-07-15,P56,C10,W1098,3.213296399,65.1605
A29020,2022-02-07,P14,C14,W1542,9.027237354,660.49
A29021,2022-03-16,P25,C10,W1955,7.224199288,947.532
A29022,2022-04-15,P37,C17,W2519,5.117647059,1618.4
A29023,2022-07-19,P100,C2,W501,5.288753799,138.7705128
A29024,2022-02-06,P40,C18,W2451,5.028901734,41.9006
A29025,2022-04-02,P75,C2,W694,6.105263158,487.35
A29026,2022-10-03,P44,C15,W2364,8.226950355,59.53668449
A29027,2022-03-31,P64,C13,W993,2.307692308,85.2774
A29028,2022-08-04,P90,C13,W818,8.12,468.75
A29029,2022-04-07,P41,C8,W97,5.337423313,1487.864
A29030,2022-02-05,P54,C12,W1540,4.718631179,2.510671506
A29031,2022-04-02,P15,C1,W1596,4.319148936,55.225
A29032,2022-08-06,P1,C12,W1722,4.742990654,22.898
A29033,2022-10-17,P20,C1,W892,8.854961832,51.483
A29034,2022-09-30,P94,C9,W2358,8.405797101,32.704
A29035,2022-02-17,P14,C2,W1900,5,53.824
A29036,2022-03-09,P65,C4,W1940,7.355072464,457.056
A29037,2022-05-29,P49,C16,W450,7.318611987,423.1115789
A29038,2022-07-09,P12,C15,W491,5.288753799,138.7705128
A29039,2022-04-22,P43,C13,W2028,6.304347826,483.8586667
A29040,2022-06-25,P21,C3,W2164,7.048611111,995.328
A29041,2022-05-25,P86,C5,W2094,7.631578947,1386.24
A29042,2022-08-10,P75,C11,W2257,7.748091603,80.75764706
A29043,2022-05-12,P26,C8,W2069,7.435897436,898.56
A29044,2022-07-17,P40,C14,W499,5.288753799,194.2787179
A29045,2022-02-23,P55,C19,W656,6.548387097,768.8
A29046,2022-09-23,P89,C10,W266,5.37037037,291.6
A29047,2022-02-26,P33,C9,W1919,4.159836066,83.3504
A29048,2022-01-02,P50,C8,W1506,4.375,43.0592
A29049,2022-10-06,P6,C19,W1181,2.196969697,125.4528
A29050,2022-10-20,P56,C16,W1496,7.918088737,69.37292929
A29051,2022-04-26,P22,C11,W2036,5.541401274,1183.152
A29052,2022-10-02,P64,C3,W275,7.160493827,116.64
A29053,2022-01-26,P38,C16,W26,6.059701493,1571.15
A29054,2022-07-15,P44,C4,W2205,6.281588448,42.62722222
A29055,2022-01-23,P76,C18,W23,6.925373134,673.35
A29056,2022-05-29,P69,C3,W2573,7.22741433,618.246
A29057,2022-06-11,P2,C17,W1064,2.345013477,71.81269565
A29058,2022-03-29,P20,C17,W1592,4.319148936,66.27
A29059,2022-05-10,P28,C7,W732,8.754716981,280.9
A29060,2022-05-26,P52,C6,W748,8.754716981,187.2666667
A29061,2022-06-23,P57,C7,W174,6.783625731,935.712
A29062,2022-07-06,P38,C5,W2187,7.302158273,103.0453333
A29063,2022-07-15,P19,C8,W2204,6.258992806,126.695082
A29064,2022-09-22,P66,C14,W2341,8.405797101,33.12
A29065,2022-03-08,P13,C9,W67,7.459807074,967.21
A29066,2022-07-15,P17,C12,W2205,7.328519856,30.44801587
A29067,2022-05-21,P39,C19,W1645,5.065502183,24.47246667
A29068,2022-06-22,P67,C13,W2159,7.275985663,32.43375
A29069,2022-01-03,P40,C14,W1507,4.229166667,80.64
A29070,2022-05-03,P64,C2,W2051,5.353846154,633.75
A29071,2022-03-21,P16,C4,W1964,7.631578947,924.16
A29072,2022-05-27,P99,C4,W2103,6.363636364,533.1572
A29073,2022-10-05,P84,C20,W2367,6.304347826,82.8
A29074,2022-01-23,P83,C3,W926,3.304843305,184.8015
A29075,2022-08-08,P47,C5,W822,6.823529412,73.26760563
A29076,2022-05-20,P21,C14,W1644,5.065502183,20.9764
A29077,2022-06-01,P54,C1,W1355,5.592592593,1.1664
A29078,2022-02-17,P62,C4,W1552,6.770428016,396.294
A29079,2022-10-08,P25,C17,W2373,6.304347826,66.24
A29080,2022-02-19,P34,C3,W953,2.066508314,248.1374
A29081,2022-06-01,P78,C14,W1656,3.799126638,10.4882
A29082,2022-07-07,P54,C15,W1090,3.213296399,65.1605
A29083,2022-01-16,P74,C8,W1837,4.927184466,25.4616
A29084,2022-03-02,P55,C19,W1264,6.987951807,881.792
A29085,2022-03-24,P51,C6,W1970,7,395.7647059
A29086,2022-06-23,P43,C10,W1076,3.126684636,83.78147826
A29087,2022-08-02,P63,C1,W1718,5.420560748,13.7388
A29088,2022-10-23,P52,C17,W1800,4.53125,2.5088
A29089,2022-04-03,P76,C10,W1990,7.945205479,511.584
A29090,2022-05-20,P96,C8,W2085,6.485623003,513.4388
A29091,2022-09-28,P71,C17,W2354,8.226950355,25.51572193
A29092,2022-02-12,P35,C19,W1891,4.860335196,44.8574
A29093,2022-04-16,P72,C4,W1309,6.548387097,26.09049774
A29094,2022-07-12,P63,C4,W795,9.28,187.5
A29095,2022-09-23,P9,C6,W868,9.098039216,120.4166667
A29096,2022-01-24,P65,C8,W1528,4.658634538,37.2006
A29097,2022-06-16,P24,C11,W167,6.783625731,1403.568
A29098,2022-08-08,P33,C1,W1122,2.345013477,192.6974
A29099,2022-09-05,P15,C13,W2308,6.170212766,42.52620321
A29100,2022-04-30,P54,C3,W1624,5.155555556,40.5
A29101,2022-07-25,P25,C16,W1710,5.420560748,27.4776
A29102,2022-10-14,P8,C3,W2711,8.226950355,63.78930481
A29103,2022-09-03,P30,C1,W2303,5.95890411,95.62317757
A29104,2022-06-30,P20,C18,W181,5.087719298,1403.568
A29105,2022-10-26,P18,C9,W2409,7.355072464,55.2
A29106,2022-10-27,P40,C15,W2724,8.226950355,59.53668449
A29107,2022-01-24,P16,C3,W1227,6.863905325,1142.44
A29108,2022-07-31,P45,C16,W1114,2.811634349,114.030875
A29109,2022-08-25,P25,C5,W538,5.194029851,1346.7
A29110,2022-04-17,P38,C10,W2521,5.256797583,1533.854
A29111,2022-01-04,P53,C20,W1812,6.137566138,28.5768
A29112,2022-04-22,P83,C11,W2028,5.403726708,518.42
A29113,2022-07-18,P89,C9,W1703,5.420560748,34.347
A29114,2022-05-14,P5,C13,W2072,6.783625731,935.712
A29115,2022-03-25,P67,C10,W2498,6.61237785,565.494
A29116,2022-05-02,P83,C15,W1626,5.155555556,75.9375
A29117,2022-04-04,P78,C3,W1992,7.972508591,508.086
A29118,2022-04-18,P25,C11,W1612,4.511111111,60.75
A29119,2022-08-06,P51,C11,W2248,7.518518519,12.54193548
A29120,2022-02-27,P90,C8,W1920,6.850393701,967.74
A29121,2022-03-09,P96,C20,W1941,6.877470356,336.8468
A29122,2022-06-28,P33,C1,W179,5.087719298,1637.496
A29123,2022-01-08,P19,C6,W1820,5.888324873,38.809
A29124,2022-02-02,P61,C5,W1871,4.337606838,43.8048
A29125,2022-03-21,P78,C11,W682,8.140350877,487.35
A29126,2022-10-06,P71,C16,W279,6.265432099,116.64
A29127,2022-04-25,P51,C4,W2529,6.096096096,887.112
A29128,2022-01-04,P93,C13,W4,7.918088737,1287.735
A29129,2022-03-29,P82,C6,W991,2.307692308,213.1935
A29130,2022-04-13,P98,C16,W1006,2.678100264,15.04574902
A29131,2022-07-22,P5,C4,W2627,7.302158273,22.40115942
A29132,2022-07-30,P21,C9,W2234,7.024221453,178.9735714
A29133,2022-10-15,P83,C16,W1491,6.928327645,130.0742424
A29134,2022-01-15,P90,C7,W1835,5.39893617,35.344
A29135,2022-06-06,P75,C14,W2127,6.744186047,543.606
A29136,2022-05-07,P23,C15,W1030,3.213296399,156.3852
A29137,2022-02-09,P7,C17,W1884,4.81042654,26.7126
A29138,2022-04-12,P96,C15,W2008,6.041666667,591.0592
A29139,2022-06-21,P52,C4,W2156,6.041666667,47.39657143
A29140,2022-10-22,P53,C7,W2402,6.170212766,34.02096257
A29141,2022-06-29,P75,C8,W2172,7.811447811,74.5428169
A29142,2022-10-12,P15,C15,W2381,6.304347826,55.2
A29143,2022-02-21,P36,C18,W654,5.612903226,1345.4
A29144,2022-02-14,P33,C20,W45,5.935672515,1637.496
A29145,2022-08-01,P47,C5,W1416,4,1.334920635
A29146,2022-03-04,P29,C10,W1931,7.518518519,874.8
A29147,2022-06-30,P50,C19,W2605,8.315412186,25.41746939
A29148,2022-04-08,P80,C1,W2512,5.337423313,1594.14
A29149,2022-09-18,P94,C1,W2334,7.19858156,26.11362567
A29150,2022-07-14,P36,C14,W2619,8.285714286,38.37762238
A29151,2022-01-20,P65,C1,W622,5.833333333,726.624
A29152,2022-04-11,P97,C6,W1004,2.678100264,15.04574902
A29153,2022-08-16,P44,C18,W2269,5.938566553,1201.886
A29154,2022-04-07,P46,C2,W1300,6.548387097,60.87782805
A29155,2022-03-13,P99,C18,W2486,7.868217054,350.1328
A29156,2022-06-09,P83,C6,W2133,7.182662539,208.658
A29157,2022-05-07,P64,C13,W729,7.660377358,140.45
A29158,2022-05-22,P16,C16,W142,6.00591716,761.6266667
A29159,2022-07-29,P91,C10,W2232,6.744186047,755.0083333
A29160,2022-09-07,P84,C8,W250,7.160493827,291.6
A29161,2022-05-11,P96,C20,W2545,5.878378378,115.1227317
A29162,2022-01-27,P11,C19,W629,5.833333333,1211.04
A29163,2022-05-15,P4,C9,W436,6.403785489,740.4452632
A29164,2022-01-19,P82,C1,W1842,5.231958763,56.454
A29165,2022-10-17,P27,C14,W2714,6.170212766,51.03144385
A29166,2022-02-20,P65,C9,W51,5.087719298,701.784
A29167,2022-05-04,P68,C18,W1628,3.866666667,30.375
A29168,2022-05-29,P16,C1,W2111,7.272727273,726.8642857
A29169,2022-09-09,P91,C7,W1154,2.563131313,235.224
A29170,2022-05-03,P90,C18,W2050,7.557003257,107.1011364
A29171,2022-05-28,P21,C19,W449,7.318611987,634.6673684
A29172,2022-08-07,P44,C6,W1121,2.345013477,192.6974
A29173,2022-06-06,P65,C14,W759,6.566037736,140.45
A29174,2022-06-11,P59,C18,W2137,7.173144876,640.712
A29175,2022-08-15,P13,C2,W227,5.072886297,317.9702703
A29176,2022-09-25,P70,C8,W1772,5.34562212,3.488074074
A29177,2022-05-13,P35,C18,W1336,5.592592593,2.0412
A29178,2022-01-21,P27,C4,W21,5.194029851,1346.7
A29179,2022-05-06,P83,C20,W2057,8.560885609,28.91377953
A29180,2022-05-19,P29,C17,W139,6.00591716,913.952
A29181,2022-03-21,P12,C12,W381,5.884057971,138.4011628
A29182,2022-01-14,P4,C4,W1833,6.137566138,50.0094
A29183,2022-06-18,P12,C4,W2151,5.704918033,300.0806452
A29184,2022-10-19,P75,C9,W1495,6.928327645,52.02969697
A29185,2022-01-11,P80,C20,W1515,3.493975904,93.0015
A29186,2022-01-15,P6,C15,W617,5,968.832
A29187,2022-01-12,P85,C5,W1215,6.00591716,1713.66
A29188,2022-06-15,P39,C8,W768,8.754716981,756.2692308
A29189,2022-02-14,P29,C17,W1895,6.304347826,40.6272
A29190,2022-09-03,P93,C1,W2304,8.083623693,137.2816667
A29191,2022-09-16,P53,C14,W1161,2.563131313,125.4528
A29192,2022-02-20,P78,C7,W954,2.066508314,106.3446
A29193,2022-09-11,P64,C7,W2319,6.170212766,25.51572193
A29194,2022-01-08,P63,C18,W610,5,726.624
A29195,2022-10-18,P84,C8,W1494,6.928327645,130.0742424
A29196,2022-01-07,P78,C10,W910,3.304843305,73.9206
A29197,2022-01-11,P15,C5,W1827,4.484536082,2.337639752
A29198,2022-08-18,P96,C20,W2273,5.819397993,28.46764211
A29199,2022-01-02,P61,C13,W2,7.097902098,16.3592
A29200,2022-02-13,P27,C13,W2458,5.8,36.75
A29201,2022-08-08,P46,C2,W2253,6,150.9487179
A29202,2022-09-23,P3,C15,W1168,2.563131313,188.1792
A29203,2022-09-01,P15,C17,W1447,5.8,21.4797136
A29204,2022-10-23,P14,C5,W1499,5.938566553,86.71616162
A29205,2022-02-11,P48,C15,W945,2.755344418,141.7928
A29206,2022-05-19,P28,C12,W1643,4.43231441,20.9764
A29207,2022-08-21,P15,C1,W1135,3.126684636,137.641
A29208,2022-03-14,P17,C10,W1577,3.70212766,55.225
A29209,2022-08-23,P94,C8,W2659,6.06271777,97.11278261
A29210,2022-08-05,P29,C9,W2247,8.197879859,36.82252874
A29211,2022-09-25,P5,C1,W569,5.612903226,274.5714286
A29212,2022-09-21,P11,C11,W264,7.160493827,194.4
A29213,2022-07-20,P13,C10,W803,9.28,312.5
A29214,2022-09-19,P74,C13,W2335,7.355072464,33.12
A29215,2022-03-03,P26,C13,W2476,8.087649402,756.012
A29216,2022-04-04,P53,C6,W1993,7.295597484,808.992
A29217,2022-03-11,P9,C7,W973,3.076923077,213.1935
A29218,2022-07-25,P28,C2,W2225,7.546468401,34.87277108
A29219,2022-08-11,P51,C9,W2259,6.420664207,23.59550201
A29220,2022-08-28,P97,C17,W1443,7.733333333,15.16945107
A29221,2022-09-06,P3,C10,W2309,8.405797101,66.24
A29222,2022-01-28,P52,C10,W1861,6.338797814,26.7912
A29223,2022-06-19,P63,C10,W1072,3.126684636,35.90634783
A29224,2022-07-26,P10,C2,W508,5.288753799,138.7705128
A29225,2022-05-20,P89,C19,W441,6.403785489,793.3342105
A29226,2022-01-16,P8,C13,W16,6.059701493,1683.375
A29227,2022-05-16,P51,C3,W2076,5.667752443,753.992
A29228,2022-05-29,P27,C4,W751,6.566037736,280.9
A29229,2022-01-19,P93,C16,W1222,6.00591716,1713.66
A29230,2022-03-24,P4,C8,W384,5.884057971,193.7616279
A29231,2022-03-31,P58,C8,W1984,6.858108108,700.928
A29232,2022-09-18,P100,C11,W261,6.265432099,194.4
A29233,2022-10-10,P67,C11,W2377,7.355072464,33.12
A29234,2022-03-21,P77,C3,W1283,6.304347826,38.8815
A29235,2022-03-25,P7,C1,W987,3.076923077,85.2774
A29236,2022-10-08,P37,C2,W2374,8.226950355,59.53668449
A29237,2022-10-24,P97,C9,W2405,8.405797101,32.704
A29238,2022-08-22,P30,C15,W234,6.763848397,381.5643243
A29239,2022-09-02,P92,C17,W2302,7.811447811,307.705814
A29240,2022-02-15,P59,C17,W648,5.612903226,768.8
A29241,2022-07-16,P80,C5,W2206,8.821292776,20.7507
A29242,2022-09-04,P36,C10,W1751,4.065420561,9.030197183
A29243,2022-06-11,P18,C19,W2136,6.114457831,1102.24
A29244,2022-04-15,P36,C5,W2014,5.970588235,1618.4
A29245,2022-09-19,P47,C11,W864,9.098039216,64.22222222
A29246,2022-04-02,P27,C11,W694,6.105263158,974.7
A29247,2022-04-27,P97,C9,W2531,6.884272997,594.5588
A29248,2022-10-26,P19,C9,W1201,2.345013477,137.641
A29249,2022-03-17,P60,C4,W1957,7.122807018,590.7272727
A29250,2022-09-12,P54,C5,W1157,2.929292929,125.4528
A29251,2022-10-07,P12,C4,W2371,7.19858156,42.52620321
A29252,2022-02-05,P69,C3,W1239,5.117647059,693.6
A29253,2022-07-09,P69,C5,W792,6.96,187.5
A29254,2022-06-02,P9,C12,W153,6.863905325,1142.44
A29255,2022-01-01,P90,C14,W904,4.903381643,64.2735
A29256,2022-01-21,P100,C16,W1224,6.863905325,1142.44
A29257,2022-10-16,P25,C15,W1492,5.938566553,104.0593939
A29258,2022-02-25,P17,C15,W959,2.410926366,177.241
A29259,2022-07-26,P90,C16,W1109,2.409972299,122.1759375
A29260,2022-05-27,P64,C16,W1350,5.592592593,0.8748
A29261,2022-09-18,P95,C16,W2685,6.170212766,26.11362567
A29262,2022-09-29,P99,C12,W1475,6,75.69180328
A29263,2022-08-10,P98,C1,W2256,6.566037736,27.71233766
A29264,2022-01-28,P45,C17,W1861,4.754098361,46.8846
A29265,2022-03-11,P73,C3,W2484,7.631578947,424.536
A29266,2022-04-13,P70,C2,W1006,3.060686016,16.89894118
A29267,2022-08-23,P35,C14,W2283,7.073170732,250.6882609
A29268,2022-10-16,P73,C16,W1492,7.918088737,52.02969697
A29269,2022-04-05,P55,C16,W1994,7.048611111,663.552
A29270,2022-03-26,P15,C3,W1974,7.25,1024
A29271,2022-07-24,P39,C14,W1408,3,2.336111111
A29272,2022-08-20,P82,C8,W1134,2.345013477,206.4615
A29273,2022-03-22,P72,C5,W1966,6.835016835,529.254
A29274,2022-06-22,P91,C2,W1376,5.285714286,1.506919528
A29275,2022-02-25,P43,C4,W357,2.929292929,168.8787692
A29276,2022-03-24,P14,C5,W986,3.076923077,142.129
A29277,2022-04-08,P93,C3,W2000,7.972508591,1270.215
A29278,2022-09-30,P48,C11,W1777,4.00921659,4.650765432
A29279,2022-03-28,P89,C17,W1591,3.70212766,82.8375
A29280,2022-06-09,P42,C7,W1664,4.592760181,52.598
A29281,2022-05-04,P27,C13,W2052,6.677631579,443.5968
A29282,2022-07-22,P64,C7,W1105,2.409972299,48.870375
A29283,2022-10-21,P82,C18,W2400,8.405797101,82.8
A29284,2022-05-01,P48,C8,W1625,3.866666667,40.5
A29285,2022-06-21,P37,C2,W1375,5.285714286,1.406458227
A29286,2022-02-03,P16,C4,W335,3.143631436,136.161
A29287,2022-03-11,P44,C1,W1574,4.319148936,77.315
A29288,2022-09-21,P74,C13,W2688,6.170212766,25.51572193
A29289,2022-10-11,P23,C12,W585,5.163204748,1135.69
A29290,2022-08-14,P50,C1,W2650,3.492537313,1.606800895
A29291,2022-04-18,P38,C10,W1011,2.678100264,39.43086275
A29292,2022-06-27,P54,C12,W2168,7.759197324,550.16
A29293,2022-01-07,P34,C5,W910,3.304843305,172.4814
A29294,2022-09-25,P34,C12,W268,6.265432099,272.16
A29295,2022-02-23,P62,C8,W1912,7.9296875,393.216
A29296,2022-04-10,P97,C7,W702,7.518518519,383.08
A29297,2022-01-09,P28,C6,W310,2.750677507,163.3932
A29298,2022-02-06,P26,C12,W1879,5.049751244,48.4812
A29299,2022-07-11,P98,C16,W1094,3.213296399,42.754325
A29300,2022-03-25,P71,C14,W1973,7.557003257,565.494
A29301,2022-05-24,P21,C5,W1047,2.409972299,156.3852
A29302,2022-02-14,P80,C9,W1248,6.987951807,1653.36
A29303,2022-08-24,P56,C17,W2285,7.602996255,30.1752381
A29304,2022-09-04,P43,C17,W1149,3.126684636,192.6974
A29305,2022-07-26,P66,C15,W207,5.98820059,530.4046154
A29306,2022-02-01,P20,C13,W333,2.357723577,163.3932
A29307,2022-02-08,P16,C5,W39,5.087719298,1169.64
A29308,2022-03-13,P24,C14,W1576,4.936170213,66.27
A29309,2022-04-24,P2,C9,W2033,5.102639296,1395.372
A29310,2022-07-26,P55,C19,W2631,8.169014085,153.6304762
A29311,2022-03-08,P48,C20,W970,3.076923077,113.7032
A29312,2022-05-18,P59,C10,W2080,7.581699346,749.088
A29313,2022-09-13,P97,C1,W1760,5.34562212,3.422997531
A29314,2022-01-12,P59,C10,W313,2.750677507,108.9288
A29315,2022-04-13,P29,C4,W1306,7.483870968,52.18099548
A29316,2022-09-30,P14,C10,W1777,5.34562212,5.81345679
A29317,2022-02-18,P31,C16,W2463,5.34562212,65.9246
A29318,2022-06-25,P30,C20,W477,5.723684211,291.84
A29319,2022-09-22,P39,C5,W867,6.823529412,112.3888889
A29320,2022-03-19,P13,C3,W1960,8.226950355,795.24
A29321,2022-05-09,P47,C9,W2063,7.147887324,645.248
A29322,2022-06-10,P78,C6,W2585,5.240963855,508.7261538
A29323,2022-03-04,P79,C19,W1567,6.770428016,396.294
A29324,2022-05-09,P35,C10,W1633,4.43231441,24.47246667
A29325,2022-06-04,P55,C11,W2123,7.532467532,758.912
A29326,2022-03-16,P41,C2,W978,2.307692308,198.9806
A29327,2022-06-02,P100,C3,W755,7.660377358,234.0833333
A29328,2022-04-28,P87,C14,W720,6.444444444,1093.5
A29329,2022-05-17,P1,C16,W2079,6.132930514,1095.61
A29330,2022-07-13,P64,C8,W796,6.96,187.5
A29331,2022-02-12,P71,C18,W1890,4.742990654,27.4776
A29332,2022-03-09,P41,C10,W670,7.122807018,1137.15
A29333,2022-01-19,P13,C15,W1842,4.484536082,37.636
A29334,2022-09-05,P83,C15,W2307,6.304347826,82.8
A29335,2022-09-13,P72,C9,W858,7.960784314,48.16666667
A29336,2022-10-25,P6,C5,W1802,4.53125,2.5088
A29337,2022-05-01,P24,C11,W1024,2.295514512,33.79788235
A29338,2022-07-06,P19,C14,W1691,5.248868778,37.57
A29339,2022-01-18,P93,C2,W620,5.833333333,1816.56
A29340,2022-08-07,P20,C15,W821,9.098039216,109.9014085
A29341,2022-07-22,P95,C19,W2627,6.258992806,18.56075362
A29342,2022-03-08,P80,C12,W1270,5.403726708,97.20375
A29343,2022-04-08,P68,C3,W700,6.444444444,437.4
A29344,2022-09-14,P31,C9,W859,7.960784314,112.3888889
A29345,2022-04-06,P79,C4,W1299,6.304347826,38.8815
A29346,2022-01-02,P43,C8,W1808,5.979381443,52.6904
A29347,2022-06-14,P67,C5,W2142,6.52733119,50.90578947
A29348,2022-01-13,P22,C7,W2427,5.37037037,42.8652
A29349,2022-02-14,P56,C14,W1894,5.603864734,34.2792
A29350,2022-03-29,P7,C10,W991,3.076923077,85.2774
A29351,2022-07-10,P52,C19,W793,6.96,250
A29352,2022-07-14,P32,C2,W496,7.051671733,194.2787179
A29353,2022-02-02,P66,C1,W1236,6.863905325,685.464
A29354,2022-02-04,P90,C6,W1539,4.076305221,93.0015
A29355,2022-02-06,P84,C12,W1240,6.987951807,1653.36
A29356,2022-03-15,P10,C17,W1952,6.06271777,823.69
A29357,2022-06-22,P97,C6,W1075,2.735849057,31.51883478
A29358,2022-08-10,P50,C14,W523,5.194029851,897.8
A29359,2022-03-22,P34,C11,W1966,5.858585859,1234.926
A29360,2022-06-19,P66,C10,W2594,7.328519856,36.24992126
A29361,2022-08-14,P26,C15,W2650,3.492537313,2.410201342
A29362,2022-07-03,P38,C20,W2180,8.436363636,53.20351759
A29363,2022-04-03,P11,C14,W1990,6.952054795,852.64
A29364,2022-09-16,P4,C5,W1763,4.677419355,8.138839506
A29365,2022-03-26,P8,C12,W1975,7.759197324,1341.015
A29366,2022-07-03,P69,C8,W1688,4.592760181,22.542
A29367,2022-03-29,P41,C4,W991,3.076923077,198.9806
A29368,2022-09-25,P93,C14,W2692,6.170212766,63.78930481
A29369,2022-10-25,P80,C5,W2722,6.170212766,63.78930481
A29370,2022-04-28,P38,C2,W2040,6.424050633,1397.984
A29371,2022-09-12,P3,C6,W2321,7.19858156,51.03144385
A29372,2022-01-04,P80,C3,W305,5.117647059,867
A29373,2022-01-20,P28,C20,W622,5.833333333,1453.248
A29374,2022-01-25,P8,C18,W1529,4.658634538,93.0015
A29375,2022-01-19,P32,C1,W922,3.304843305,172.4814
A29376,2022-09-15,P32,C16,W1461,7,193.0163934
A29377,2022-02-01,P63,C10,W634,5,726.624
A29378,2022-09-30,P94,C3,W574,5.612903226,182.4714286
A29379,2022-03-01,P1,C10,W662,6.548387097,961
A29380,2022-10-06,P73,C17,W279,6.265432099,116.64
A29381,2022-05-12,P64,C7,W734,8.754716981,140.45
A29382,2022-04-28,P5,C13,W720,6.444444444,583.2
A29383,2022-10-09,P27,C5,W2376,8.226950355,51.03144385
A29384,2022-08-01,P79,C2,W213,5.132743363,530.4046154
A29385,2022-10-13,P36,C20,W2383,8.405797101,77.28
A29386,2022-03-10,P21,C13,W1942,6.281588448,920.748
A29387,2022-08-20,P17,C20,W2276,6.192170819,394.805
A29388,2022-01-21,P56,C20,W1847,3.936651584,32.56066667
A29389,2022-03-23,P98,C13,W1285,5.403726708,37.6973
A29390,2022-06-14,P5,C4,W2143,6.987951807,518.7011765
A29391,2022-09-28,P62,C5,W873,6.823529412,48.16666667
A29392,2022-01-11,P22,C16,W1515,3.493975904,74.4012
A29393,2022-03-16,P35,C5,W978,2.307692308,198.9806
A29394,2022-09-30,P61,C17,W2358,6.304347826,44.16
A29395,2022-06-13,P67,C3,W1668,5.248868778,22.542
A29396,2022-10-11,P18,C5,W2379,7.355072464,55.2
A29397,2022-09-09,P23,C13,W2315,8.405797101,66.24
A29398,2022-09-14,P49,C4,W2326,8.405797101,44.16
A29399,2022-01-09,P83,C1,W1823,5.075,60
A29400,2022-03-23,P94,C20,W2496,5.918367347,453.4672
A29401,2022-03-06,P77,C10,W65,5.043478261,714.15
A29402,2022-04-23,P12,C15,W2030,5.4375,930.9090909
A29403,2022-05-25,P30,C14,W2095,7.785234899,1065.648
A29404,2022-03-03,P33,C6,W1566,7.898832685,924.686
A29405,2022-05-22,P56,C10,W744,6.566037736,187.2666667
A29406,2022-09-14,P76,C7,W2326,7.355072464,33.12
A29407,2022-02-12,P86,C8,W1890,4.742990654,68.694
A29408,2022-08-16,P28,C15,W1130,2.735849057,165.1692
A29409,2022-06-23,P32,C13,W2161,6.105263158,140.3888889
